,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,timestamp,icao24,latitude,longitude,groundspeed,track,vertical_rate,callsign,onground,alert,spi,squawk,altitude,geoaltitude,serials,hour,x,y,track_unwrapped,flight_id,phase,cluster,airtmp_sfc,airtmp_sig,albclm_sfc,albedo_sfc,canmoi_sfc,ceilht_sfc,cldmix_sig,cmpice_sig,conpac_sfc,cvcldf_sig,dewpnt_sig,dragen_sfc,dragmo_sfc,emixht_sig,emixmt_sig,gmrefr_sig,grdtmp_sfc,grdwet_sfc,grpmix_sig,gwetcl_sfc,htgrte_sig,icemix_sig,lahflx_sfc,lndsea_sfc,lonflx_sfc,lwradh_sig,lwsfdn_sfc,ncccon_sig,nggcon_sig,niicon_sig,nrrcon_sig,nsscon_sig,pblzht_sfc,perprs_sig,pottmp_sig,qqstar_sfc,radhtr_sig,ranmix_sig,rdarrf_sfc,rdarrf_sig,relhum_sig,roughl_sfc,seaice_sfc,seatmp_sfc,sehflx_sfc,smixco_sig,snoeqv_sfc,snomix_sig,snowdp_sfc,soilty_sfc,solflx_sfc,soltmp_sfc,stapac_sfc,stcldf_sig,swradh_sig,swsfdn_sfc,terrht_sfc,trpres_sfc,ttlmix_sig,ttlpcp_sfc,ttlprs_sig,ttlsac_sfc,ttstar_sfc,turbke_sig,uustar_sfc,uutrue_sig,uuwind_sig,veggrn_sfc,vegtyp_sfc,visibl_sfc,vvtrue_sig,vvwind_sig,wstres_sfc,wvapor_sig
723,3228,3228,0,2022-03-16 21:42:00+00:00,a19a08,39.89533996582031,-76.85969477114469,185.0,147.60015982608067,3584.0,N202GA,0.0,0.0,0.0,2601.0,1375.0,1875.0,[970514683],2022-03-16 21:00:00+00:00,272955.76125375374,28579.76907361602,147.60015982608067,N202GA_043,CLIMB,-1.0,290.8258056640625,17.648664474487305,0.1492993831634521,0.1492993831634521,4.822398295800667e-06,9000.0,0.0,0.0,0.0,0.0,4.6407389640808105,0.0108354818075895,0.0179049614816904,0.6283184289932251,0.5412280559539795,9.999999848243208e+30,291.57794189453125,0.4401231110095978,0.0,0.4859206676483154,0.0,0.0,408.55950927734375,1.0,107.30194091796876,0.3133862912654876,295.3361511230469,0.0,0.0,0.0,0.0,0.0,1137.0057373046875,0.0024468933697789,290.93475341796875,0.0003851342189591,2.36771629715804e-05,0.0,-74.11956787109375,-inf,42.66980743408203,0.3748571574687958,0.0401960387825965,276.01336669921875,78.71160888671875,0.0,0.0,0.0,0.0,6.0,677.0880737304688,275.14013671875,0.0,0.0,1.7323206663131714,795.9185180664062,185.90386962890625,999.6689453125,0.0,0.0,998.4839477539062,0.0,0.1464563012123108,0.351766973733902,0.3757301867008209,-0.9804994463920592,-0.9212826490402222,36.0,14.0,90.0,2.6964735984802246,2.687443733215332,0.2179276794195175,0.0054100546985864
724,3229,3229,1,2022-03-16 21:43:00+00:00,a19a08,39.891869496491,-76.8204345703125,218.0,61.788295731316005,64.0,N202GA,0.0,0.0,0.0,2601.0,2850.0,2925.0,[970514683],2022-03-16 21:00:00+00:00,275653.40052177024,28315.203476659888,61.788295731316005,N202GA_043,LEVEL,-1.0,290.7138977050781,17.55171012878418,0.1477824598550796,0.1477824598550796,4.7910075409163255e-06,9000.0,0.0,0.0,0.0,0.0,4.6555495262146,0.0112150823697447,0.0186487417668104,0.59358149766922,0.5134729146957397,9.999999848243208e+30,291.45758056640625,0.4356480836868286,0.0,0.4868587255477905,0.0,0.0,419.8128356933594,1.0,107.27127075195312,0.153480663895607,294.61383056640625,0.0,0.0,0.0,0.0,0.0,1137.30126953125,0.0024515816476196,290.70086669921875,0.0004080499347764,2.187569043599069e-05,0.0,-74.0450210571289,-inf,42.97631072998047,0.3960000276565552,0.0395967736840248,276.0422668457031,69.9115219116211,0.0,0.0,0.0,0.0,6.0,678.1908569335938,275.1923828125,0.0,0.0,1.7365790605545044,795.7955932617188,172.14431762695312,1001.3399047851562,0.0,0.0,1000.1305541992188,0.0,0.1394847333431244,0.3290907144546509,0.3628161549568176,-0.9721516370773317,-0.8383573293685913,36.0,14.0,90.0,2.449124813079834,2.544572353363037,0.2216519713401794,0.0054067377932369
725,3230,3230,2,2022-03-16 21:44:00+00:00,a19a08,39.93083371954449,-76.74068797718394,281.0,66.53392413032628,3840.0,N202GA,0.0,0.0,0.0,2601.0,4950.0,5100.0,[-1408233852 -1408235039   970515234   970514683],2022-03-16 21:00:00+00:00,282176.03609284107,32794.03882965382,66.53392413032628,N202GA_043,CLIMB,-1.0,290.7574462890625,17.56279945373535,0.1472014784812927,0.1472014784812927,7.29372459318256e-06,9000.0,0.0,0.0,0.0,0.0,4.703493595123291,0.0133373672142624,0.0232948120683431,1.3398743867874146,1.0947651863098145,9.999999848243208e+30,291.4580993652344,0.4125309586524963,0.0,0.4677087068557739,0.0,0.0,412.9728393554688,1.0,106.31985473632812,-0.1374305635690689,295.5564880371094,0.0,0.0,0.0,0.0,0.0,1245.010498046875,0.002437676070258,290.69110107421875,0.0003480642917566,1.815210089262109e-05,0.0,-73.60212707519531,-inf,43.0909538269043,0.5969047546386719,0.0395454876124858,276.0398864746094,66.28046417236328,0.0,0.0,0.0,0.0,6.0,677.0216674804688,275.12847900390625,0.0,0.0,1.705772042274475,793.8823852539062,169.61767578125,1001.7017211914062,0.0,0.0,1000.3817138671876,0.0,0.1017603576183319,0.3978124856948852,0.4237240552902221,-0.6727383732795715,-0.5190945267677307,25.0,14.0,90.0,2.479217290878296,2.9023337364196777,0.3012796938419342,0.0054237474687397
726,3231,3231,3,2022-03-16 21:45:00+00:00,a19a08,39.96720886230469,-76.6474609375,299.0,61.038317939975,5312.0,N202GA,0.0,0.0,0.0,2601.0,9375.0,9600.0,"[-1408233412   970505937 -1408234903 -1408233901 -1408236350 -1408233852
 -1408235039   970515234 -1408232106   970514683]",2022-03-16 21:00:00+00:00,289829.3506155376,37039.56450878922,61.038317939975,N202GA_043,CLIMB,-1.0,290.7708740234375,17.6090145111084,0.1480141431093216,0.1480141431093216,8.26013638288714e-06,9000.0,0.0,0.0,0.0,0.0,4.5663347244262695,0.0123125994578003,0.0207432080060243,0.40700364112854,0.4021420180797577,9.999999848243208e+30,291.84600830078125,0.4075556993484497,0.0,0.4721941947937011,0.0,0.0,367.9343566894531,1.0,107.595947265625,2.3172316551208496,296.63604736328125,0.0,0.0,0.0,0.0,0.0,1359.0164794921875,0.0024508575443178,290.9741516113281,0.0003406537289265,4.597876977641136e-05,0.0,-51.76017761230469,-inf,42.553829193115234,0.4357142746448517,0.038872942328453,276.0805358886719,112.4866943359375,0.0,0.0,0.0,0.0,4.0,674.5863037109375,274.9621887207031,0.0,0.0,1.6553339958190918,791.7811279296875,194.01942443847656,998.8564453125,0.0,0.0,997.53466796875,0.0,0.2291968613862991,0.3888028860092163,0.3856954574584961,-0.5509759187698364,-0.5271816253662109,24.0,14.0,90.0,2.2575271129608154,2.5455799102783203,0.2877997756004333,0.0053867818787693
727,3232,3232,4,2022-03-16 21:46:00+00:00,a19a08,40.01034494173729,-76.54686667702413,327.0,60.68999292908387,5120.0,N202GA,0.0,0.0,0.0,2601.0,15575.0,15900.0,"[-1408233412 -1408235098 -1408234903 -1408233901 -1408237211 -1408234405
 -1408235039   970515234 -1408232857 -1408232106   970514683]",2022-03-16 21:00:00+00:00,298061.6665254145,42051.748569222,60.68999292908387,N202GA_043,CLIMB,-1.0,290.7060546875,17.600786209106445,0.1478781998157501,0.1478781998157501,6.300066161202267e-06,9000.0,0.0,0.0,0.0,0.0,6.245851039886475,0.0130541836842894,0.0221114810556173,0.4440245330333709,0.3964504599571228,9.999999848243208e+30,291.8375549316406,0.4205442070960998,0.0,0.4901773929595947,0.0,0.0,384.0467224121094,1.0,103.02645874023438,2.428817749023437,301.1624450683594,0.0,0.0,0.0,0.0,0.0,1485.120849609375,0.0024456558749079,290.4189147949219,0.0004030975105706,4.787004581885412e-05,0.0,-43.365013122558594,-inf,47.87325286865234,0.4365517497062683,0.0388187579810619,276.0894775390625,102.69383239746094,0.0,0.0,0.0,0.0,4.0,670.9215087890625,275.1069641113281,0.0,0.0,1.7071542739868164,787.3540649414062,138.34521484375,1005.456298828125,0.0,0.0,1004.1261596679688,0.0,0.2591102123260498,0.3386219143867492,0.3351765871047973,-1.3842270374298096,-1.2952097654342651,34.0,14.0,90.0,1.5582023859024048,1.7470273971557615,0.2238269299268722,0.0060233552940189
728,3233,3233,5,2022-03-16 21:47:00+00:00,a19a08,40.05711364746094,-76.44281005859375,346.0,48.28386228790635,4160.0,N202GA,0.0,0.0,0.0,2601.0,18725.0,18850.0,"[  970505937 -1408235098 -1408234903 -1408233901 -1408237211 -1408236891
 -1408235039 -1408236350 -1408234405 -1408233852   970515234 -1408237090
 -1408232857   970514683]",2022-03-16 21:00:00+00:00,306556.76888334285,47479.367447651806,48.28386228790635,N202GA_043,CLIMB,-1.0,290.4006042480469,17.33408546447754,0.1459003090858459,0.1459003090858459,2.953410330519546e-06,9000.0,0.0,0.0,0.0,0.0,6.557279109954834,0.0139031568542122,0.0237186551094055,0.4685011208057403,0.4183045625686645,9.999999848243208e+30,291.61187744140625,0.4248300492763519,0.0,0.4953348040580749,0.0,0.0,382.8155212402344,1.0,103.13308715820312,2.833991527557373,299.86151123046875,0.0,0.0,0.0,0.0,0.0,1246.1561279296875,0.0025038151070475,289.9643859863281,0.0004545799747575,5.3111682063899934e-05,0.0,-42.58238220214844,-inf,49.74908065795898,0.4142857193946838,0.0381267108023166,276.1489562988281,104.3625717163086,0.0,0.0,0.0,0.0,4.0,671.67333984375,275.11737060546875,0.0,0.0,1.7548576593399048,786.4108276367188,120.91566467285156,1007.6259155273438,0.0,0.0,1006.4083251953124,0.0,0.3312780857086181,0.3143352568149566,0.2899852991104126,-1.1146515607833862,-1.0153197050094604,34.0,12.0,90.0,1.11431884765625,1.3243433237075806,0.1967839002609253,0.0061420165002346
729,3234,3234,6,2022-03-16 21:48:00+00:00,a19a08,40.139667058395126,-76.38094815340912,359.0,26.63640329400715,2944.0,N202GA,0.0,0.0,0.0,2601.0,23850.0,24050.0,"[-1408233589   970505937 -1408234903 -1408233901 -1408237211 -1408235039
 -1408235763  1408236164 -1408236350 -1408234405 -1408233852 -1408237090
 -1408232857   970514683 -1408232348]",2022-03-16 21:00:00+00:00,311359.1518508113,56662.6384363619,26.63640329400715,N202GA_043,CLIMB,-1.0,290.0223388671875,16.967872619628906,0.1452679336071014,0.1452679336071014,2.17781234823633e-06,9000.0,0.0,0.0,0.0,0.0,5.896056652069092,0.0155389895662665,0.0271778386086225,0.4900625646114349,0.4375558495521545,9.999999848243208e+30,291.10906982421875,0.4709924459457397,0.0,0.5351593494415283,0.0,0.0,398.051513671875,1.0,105.02423095703124,1.99390721321106,295.1117858886719,0.0,0.0,0.0,0.0,0.0,937.687255859375,0.0025116016622632,289.69219970703125,0.0005714811850339,4.373688352643512e-05,0.0,-45.26499938964844,-inf,48.63222122192383,0.4107142984867096,0.03867644444108,276.14520263671875,88.62832641601562,0.0,0.0,0.0,0.0,4.0,672.9682006835938,274.96929931640625,0.0,0.0,1.7849595546722412,787.3440551757812,130.65695190429688,1006.4896240234376,0.0,0.0,1005.2736206054688,0.0,0.3456470370292663,0.2792871296405792,0.2386465817689895,-1.1224839687347412,-1.0546637773513794,31.0,12.0,90.0,0.6902922987937927,0.9839492440223694,0.1453874856233596,0.0058705708943307
730,3235,3235,7,2022-03-16 21:49:00+00:00,a19a08,40.23975436970339,-76.31503018465912,429.0,26.86346399707288,2048.0,N202GA,0.0,0.0,0.0,2601.0,24375.0,24725.0,"[-1408233589   970505937 -1408234903 -1408233901 -1408237211 -1408237079
 -1408235039 -1408232106 -1408235763 -1408236350 -1408233323 -1408234405
 -1408233852   970515234 -1408237090 -1408232857   970514683 -1408232348]",2022-03-16 21:00:00+00:00,316408.3025665324,67769.62037990805,26.86346399707288,N202GA_043,CLIMB,-1.0,289.5204467773437,16.355819702148438,0.1436479389667511,0.1436479389667511,6.975832889111189e-07,9000.0,0.0,0.0,0.0,0.0,5.428318023681641,0.0192629881203174,0.0355466045439243,0.5556227564811707,0.4960917532444,9.999999848243208e+30,290.9459533691406,0.5468339323997498,0.0,0.5970609784126282,0.0,0.0,339.2537536621094,1.0,108.41470336914062,4.228245258331299,290.9732360839844,0.0,0.0,0.0,0.0,0.0,673.4384155273438,0.0025175490882247,289.7716979980469,0.0004210397892165,6.985448999330401e-05,0.0,-47.48208618164063,-inf,48.93994903564453,0.5328571796417236,0.0392507463693618,276.1576538085937,150.9474639892578,0.0,0.0,0.0,0.0,4.0,674.5211181640625,274.5908508300781,0.0,0.0,1.8071825504302976,787.6681518554688,201.22720336914065,998.2015991210938,0.0,0.0,996.9127807617188,0.0,0.4642697274684906,0.3503113687038421,0.2789566218852997,-1.1093233823776243,-1.127437710762024,32.0,4.0,90.0,0.6094977259635925,0.995335042476654,0.1895644962787628,0.0057286452502012
731,3236,3236,8,2022-03-16 21:50:00+00:00,a19a08,40.35008317333157,-76.24205849387431,458.0,26.844540567622733,2432.0,N202GA,0.0,0.0,0.0,2601.0,26525.0,27375.0,"[-1408233589   970505937 -1408234903 -1408233901 -1408237211 -1408236891
 -1408237079 -1408235039 -1408232106 -1408235763  1408236164 -1408233323
 -1408234405 -1408233852   970515234 -1408237090 -1408232857   970514683
 -1408232348]",2022-03-16 21:00:00+00:00,321981.4243781296,80018.86008908437,26.844540567622733,N202GA_043,CLIMB,-1.0,289.38189697265625,16.243465423583984,0.1394334733486175,0.1394334733486175,2.957507838630136e-08,9000.0,0.0,0.0,0.0,0.0,5.892277717590332,0.0147554250434041,0.0258316975086927,0.6198151111602783,0.553406298160553,9.999999848243208e+30,290.3504943847656,0.5937991738319397,0.0,0.6190856695175171,0.0,0.0,404.8617858886719,1.0,104.83053588867188,1.709479570388794,291.5559997558594,0.0,0.0,0.0,0.0,0.0,673.79345703125,0.0025413648691028,289.3783569335937,0.0007129978039301,4.098770295968279e-05,0.0,-50.88066482543945,-inf,50.911617279052734,0.2738095223903656,0.0398508459329605,276.1820068359375,88.63809967041016,0.0,0.0,0.0,0.0,4.0,675.71337890625,274.5853576660156,0.0,0.0,1.8318580389022827,785.1961669921875,173.33505249023438,1001.5241088867188,0.0,0.0,1000.3037109375,0.0,0.445036917924881,0.292885810136795,0.1898337453603744,-0.5004969239234924,-0.4812867641448974,31.0,12.0,90.0,0.6699368953704834,1.0113776922225952,0.1163662821054458,0.0058984491042792
732,3237,3237,9,2022-03-16 21:51:00+00:00,a19a08,40.46581203654661,-76.16527904163706,478.0,26.832786515780203,-64.0,N202GA,0.0,0.0,0.0,2601.0,27000.0,27400.0,"[-1408233589   970505937 -1408234903 -1408233901 -1408237211 -1408236891
 -1408237079 -1408235039   214755386 -1408235763  1408236164 -1408233852
 -1408237090 -1408232857 -1408232348]",2022-03-16 21:00:00+00:00,327826.14931803016,92873.78425580994,26.832786515780203,N202GA_043,CRUISE,-1.0,288.5850524902344,15.427067756652832,0.1345365941524505,0.1345365941524505,4.507449489210558e-07,9000.0,0.0,0.0,0.0,0.0,6.893356800079346,0.017537223175168,0.031729694455862,0.5897991061210632,0.5266063213348389,9.999999848243208e+30,289.98944091796875,0.6000000238418579,0.0,0.5893779993057251,0.0,0.0,346.09796142578125,1.0,104.99920654296876,4.739372730255127,289.8661193847656,0.0,0.0,0.0,0.0,0.0,672.9907836914062,0.002602850086987,289.1626281738281,0.0004221971030347,7.7220713137649e-05,0.0,-63.47245788574219,-inf,57.49692153930664,0.4333333671092987,0.0411214530467987,276.21209716796875,151.3009490966797,0.0,0.0,0.0,0.0,4.0,677.3196411132812,274.1797790527344,0.0,0.0,1.932496666908264,782.609375,236.39019775390625,994.2127075195312,0.0,0.0,993.05078125,0.0,0.5475788116455078,0.3661941289901733,0.2656125724315643,0.0054478938691318,-0.0212303884327411,30.0,12.0,90.0,1.3558120727539062,1.8278123140335083,0.1998479217290878,0.0063733654096722
